[10:43:32:72] | ESP_GATTS_DEMO | 4827E2827F72 | -51
[10:43:32:77] | ESP_GATTS_DEMO | 4827E2827F72 | -44
[10:43:32:81] | ESP_GATTS_DEMO | 4827E2827F72 | -44
[10:43:32:86] | ESP_GATTS_DEMO | 4827E2827F72 | -48
[10:43:32:91] | ESP_GATTS_DEMO | 4827E2827F72 | -48
[10:43:32:95] | ESP_GATTS_DEMO | 4827E2827F72 | -51
[10:43:32:99] | ESP_GATTS_DEMO | 4827E2827F72 | -51
[10:43:33:08] | ESP_GATTS_DEMO | 4827E2827F72 | -44
[10:43:33:16] | ESP_GATTS_DEMO | 4827E2827F72 | -48
[10:43:33:20] | ESP_GATTS_DEMO | 4827E2827F72 | -48
[10:43:33:30] | ESP_GATTS_DEMO | 4827E2827F72 | -51
[10:43:33:39] | ESP_GATTS_DEMO | 4827E2827F72 | -44
[10:43:33:46] | ESP_GATTS_DEMO | 4827E2827F72 | -48
[10:43:33:52] | ESP_GATTS_DEMO | 4827E2827F72 | -49
[10:43:33:57] | ESP_GATTS_DEMO | 4827E2827F72 | -50
[10:43:33:61] | ESP_GATTS_DEMO | 4827E2827F72 | -50
[10:43:33:67] | ESP_GATTS_DEMO | 4827E2827F72 | -44
[10:43:33:71] | ESP_GATTS_DEMO | 4827E2827F72 | -45
[10:43:33:79] | ESP_GATTS_DEMO | 4827E2827F72 | -49
[10:43:33:87] | ESP_GATTS_DEMO | 4827E2827F72 | -50
[10:43:33:93] | ESP_GATTS_DEMO | 4827E2827F72 | -51
[10:43:34:02] | ESP_GATTS_DEMO | 4827E2827F72 | -45
[10:43:34:07] | ESP_GATTS_DEMO | 4827E2827F72 | -49
[10:43:34:15] | ESP_GATTS_DEMO | 4827E2827F72 | -50
[10:43:34:20] | ESP_GATTS_DEMO | 4827E2827F72 | -50
[10:43:34:27] | ESP_GATTS_DEMO | 4827E2827F72 | -44
[10:43:34:28] | ESP_GATTS_DEMO | 4827E2827F72 | -45
[10:43:34:33] | ESP_GATTS_DEMO | 4827E2827F72 | -44
[10:43:34:37] | ESP_GATTS_DEMO | 4827E2827F72 | -49
[10:43:34:42] | ESP_GATTS_DEMO | 4827E2827F72 | -49
[10:43:34:47] | ESP_GATTS_DEMO | 4827E2827F72 | -50
[10:43:34:50] | ESP_GATTS_DEMO | 4827E2827F72 | -50
[10:43:34:54] | ESP_GATTS_DEMO | 4827E2827F72 | -44
[10:43:34:59] | ESP_GATTS_DEMO | 4827E2827F72 | -44
[10:43:34:63] | ESP_GATTS_DEMO | 4827E2827F72 | -44
[10:43:34:67] | ESP_GATTS_DEMO | 4827E2827F72 | -49
[10:43:34:72] | ESP_GATTS_DEMO | 4827E2827F72 | -48
[10:43:34:77] | ESP_GATTS_DEMO | 4827E2827F72 | -50
[10:43:34:82] | ESP_GATTS_DEMO | 4827E2827F72 | -50
[10:43:34:87] | ESP_GATTS_DEMO | 4827E2827F72 | -44
[10:43:34:90] | ESP_GATTS_DEMO | 4827E2827F72 | -44
[10:43:34:95] | ESP_GATTS_DEMO | 4827E2827F72 | -49
[10:43:34:99] | ESP_GATTS_DEMO | 4827E2827F72 | -50
[10:43:35:03] | ESP_GATTS_DEMO | 4827E2827F72 | -50
[10:43:35:09] | ESP_GATTS_DEMO | 4827E2827F72 | -50
[10:43:35:17] | ESP_GATTS_DEMO | 4827E2827F72 | -45
[10:43:35:21] | ESP_GATTS_DEMO | 4827E2827F72 | -45
[10:43:35:28] | ESP_GATTS_DEMO | 4827E2827F72 | -50
[10:43:35:31] | ESP_GATTS_DEMO | 4827E2827F72 | -50
[10:43:35:40] | ESP_GATTS_DEMO | 4827E2827F72 | -50
[10:43:35:48] | ESP_GATTS_DEMO | 4827E2827F72 | -45
[10:43:35:49] | ESP_GATTS_DEMO | 4827E2827F72 | -45
[10:43:35:53] | ESP_GATTS_DEMO | 4827E2827F72 | -49
[10:43:35:68] | ESP_GATTS_DEMO | 4827E2827F72 | -50
[10:43:35:72] | ESP_GATTS_DEMO | 4827E2827F72 | -50
[10:43:35:76] | ESP_GATTS_DEMO | 4827E2827F72 | -45
[10:43:35:82] | ESP_GATTS_DEMO | 4827E2827F72 | -45
[10:43:35:90] | ESP_GATTS_DEMO | 4827E2827F72 | -50
[10:43:35:94] | ESP_GATTS_DEMO | 4827E2827F72 | -50
[10:43:35:98] | ESP_GATTS_DEMO | 4827E2827F72 | -50
[10:43:36:02] | ESP_GATTS_DEMO | 4827E2827F72 | -50
[10:43:36:11] | ESP_GATTS_DEMO | 4827E2827F72 | -45
[10:43:36:16] | ESP_GATTS_DEMO | 4827E2827F72 | -47
[10:43:36:21] | ESP_GATTS_DEMO | 4827E2827F72 | -48
[10:43:36:29] | ESP_GATTS_DEMO | 4827E2827F72 | -49
[10:43:36:30] | ESP_GATTS_DEMO | 4827E2827F72 | -49
[10:43:36:38] | ESP_GATTS_DEMO | 4827E2827F72 | -45
[10:43:36:49] | ESP_GATTS_DEMO | 4827E2827F72 | -47
[10:43:36:51] | ESP_GATTS_DEMO | 4827E2827F72 | -47
[10:43:36:56] | ESP_GATTS_DEMO | 4827E2827F72 | -49
[10:43:36:65] | ESP_GATTS_DEMO | 4827E2827F72 | -45
[10:43:36:79] | ESP_GATTS_DEMO | 4827E2827F72 | -47
[10:43:36:84] | ESP_GATTS_DEMO | 4827E2827F72 | -49
[10:43:36:91] | ESP_GATTS_DEMO | 4827E2827F72 | -49
[10:43:36:93] | ESP_GATTS_DEMO | 4827E2827F72 | -49
[10:43:36:96] | ESP_GATTS_DEMO | 4827E2827F72 | -45
[10:43:37:05] | ESP_GATTS_DEMO | 4827E2827F72 | -48
[10:43:37:10] | ESP_GATTS_DEMO | 4827E2827F72 | -48
[10:43:37:14] | ESP_GATTS_DEMO | 4827E2827F72 | -49
[10:43:37:19] | ESP_GATTS_DEMO | 4827E2827F72 | -49
[10:43:37:23] | ESP_GATTS_DEMO | 4827E2827F72 | -50
[10:43:37:29] | ESP_GATTS_DEMO | 4827E2827F72 | -45
[10:43:37:32] | ESP_GATTS_DEMO | 4827E2827F72 | -44
[10:43:37:37] | ESP_GATTS_DEMO | 4827E2827F72 | -47
[10:43:37:41] | ESP_GATTS_DEMO | 4827E2827F72 | -46
[10:43:37:46] | ESP_GATTS_DEMO | 4827E2827F72 | -51
[10:43:37:51] | ESP_GATTS_DEMO | 4827E2827F72 | -51
[10:43:37:55] | ESP_GATTS_DEMO | 4827E2827F72 | -44
[10:43:37:61] | ESP_GATTS_DEMO | 4827E2827F72 | -44
[10:43:37:66] | ESP_GATTS_DEMO | 4827E2827F72 | -47
[10:43:37:71] | ESP_GATTS_DEMO | 4827E2827F72 | -49
[10:43:37:74] | ESP_GATTS_DEMO | 4827E2827F72 | -50
[10:43:37:78] | ESP_GATTS_DEMO | 4827E2827F72 | -50
[10:43:37:84] | ESP_GATTS_DEMO | 4827E2827F72 | -45
[10:43:37:90] | ESP_GATTS_DEMO | 4827E2827F72 | -45
[10:43:37:93] | ESP_GATTS_DEMO | 4827E2827F72 | -45
[10:43:37:97] | ESP_GATTS_DEMO | 4827E2827F72 | -49
[10:43:38:13] | ESP_GATTS_DEMO | 4827E2827F72 | -51
[10:43:38:16] | ESP_GATTS_DEMO | 4827E2827F72 | -44
[10:43:38:25] | ESP_GATTS_DEMO | 4827E2827F72 | -49
[10:43:38:32] | ESP_GATTS_DEMO | 4827E2827F72 | -49
[10:43:38:44] | ESP_GATTS_DEMO | 4827E2827F72 | -44
[10:43:38:52] | ESP_GATTS_DEMO | 4827E2827F72 | -44
[10:43:38:53] | ESP_GATTS_DEMO | 4827E2827F72 | -44
[10:43:38:57] | ESP_GATTS_DEMO | 4827E2827F72 | -49
[10:43:38:62] | ESP_GATTS_DEMO | 4827E2827F72 | -48
[10:43:38:67] | ESP_GATTS_DEMO | 4827E2827F72 | -52
[10:43:38:75] | ESP_GATTS_DEMO | 4827E2827F72 | -44
[10:43:38:80] | ESP_GATTS_DEMO | 4827E2827F72 | -44
[10:43:38:84] | ESP_GATTS_DEMO | 4827E2827F72 | -47
[10:43:38:91] | ESP_GATTS_DEMO | 4827E2827F72 | -47
[10:43:38:93] | ESP_GATTS_DEMO | 4827E2827F72 | -47
[10:43:38:97] | ESP_GATTS_DEMO | 4827E2827F72 | -52
[10:43:39:02] | ESP_GATTS_DEMO | 4827E2827F72 | -52
[10:43:39:06] | ESP_GATTS_DEMO | 4827E2827F72 | -44
[10:43:39:11] | ESP_GATTS_DEMO | 4827E2827F72 | -44
[10:43:39:15] | ESP_GATTS_DEMO | 4827E2827F72 | -49
[10:43:39:21] | ESP_GATTS_DEMO | 4827E2827F72 | -49
[10:43:39:25] | ESP_GATTS_DEMO | 4827E2827F72 | -51
[10:43:39:32] | ESP_GATTS_DEMO | 4827E2827F72 | -51
[10:43:39:34] | ESP_GATTS_DEMO | 4827E2827F72 | -44
[10:43:39:38] | ESP_GATTS_DEMO | 4827E2827F72 | -45
[10:43:39:52] | ESP_GATTS_DEMO | 4827E2827F72 | -49
[10:43:39:61] | ESP_GATTS_DEMO | 4827E2827F72 | -51
[10:43:39:73] | ESP_GATTS_DEMO | 4827E2827F72 | -47
[10:43:39:79] | ESP_GATTS_DEMO | 4827E2827F72 | -47
[10:43:39:83] | ESP_GATTS_DEMO | 4827E2827F72 | -51
[10:43:39:88] | ESP_GATTS_DEMO | 4827E2827F72 | -52
[10:43:39:93] | ESP_GATTS_DEMO | 4827E2827F72 | -52
[10:43:39:97] | ESP_GATTS_DEMO | 4827E2827F72 | -44
[10:43:40:06] | ESP_GATTS_DEMO | 4827E2827F72 | -49
[10:43:40:14] | ESP_GATTS_DEMO | 4827E2827F72 | -50
[10:43:40:24] | ESP_GATTS_DEMO | 4827E2827F72 | -44
