[10:37:17:90] | ESP_GATTS_DEMO | 4827E2827F72 | -35
[10:37:17:92] | ESP_GATTS_DEMO | 4827E2827F72 | -42
[10:37:17:97] | ESP_GATTS_DEMO | 4827E2827F72 | -42
[10:37:18:02] | ESP_GATTS_DEMO | 4827E2827F72 | -46
[10:37:18:06] | ESP_GATTS_DEMO | 4827E2827F72 | -46
[10:37:18:11] | ESP_GATTS_DEMO | 4827E2827F72 | -34
[10:37:18:15] | ESP_GATTS_DEMO | 4827E2827F72 | -35
[10:37:18:20] | ESP_GATTS_DEMO | 4827E2827F72 | -43
[10:37:18:24] | ESP_GATTS_DEMO | 4827E2827F72 | -44
[10:37:18:31] | ESP_GATTS_DEMO | 4827E2827F72 | -43
[10:37:18:34] | ESP_GATTS_DEMO | 4827E2827F72 | -47
[10:37:18:38] | ESP_GATTS_DEMO | 4827E2827F72 | -47
[10:37:18:48] | ESP_GATTS_DEMO | 4827E2827F72 | -38
[10:37:18:53] | ESP_GATTS_DEMO | 4827E2827F72 | -43
[10:37:18:61] | ESP_GATTS_DEMO | 4827E2827F72 | -47
[10:37:18:66] | ESP_GATTS_DEMO | 4827E2827F72 | -48
[10:37:18:72] | ESP_GATTS_DEMO | 4827E2827F72 | -47
[10:37:18:74] | ESP_GATTS_DEMO | 4827E2827F72 | -38
[10:37:18:78] | ESP_GATTS_DEMO | 4827E2827F72 | -37
[10:37:18:83] | ESP_GATTS_DEMO | 4827E2827F72 | -43
[10:37:18:87] | ESP_GATTS_DEMO | 4827E2827F72 | -43
[10:37:18:93] | ESP_GATTS_DEMO | 4827E2827F72 | -47
[10:37:18:96] | ESP_GATTS_DEMO | 4827E2827F72 | -47
[10:37:19:06] | ESP_GATTS_DEMO | 4827E2827F72 | -35
[10:37:19:13] | ESP_GATTS_DEMO | 4827E2827F72 | -43
[10:37:19:15] | ESP_GATTS_DEMO | 4827E2827F72 | -43
[10:37:19:24] | ESP_GATTS_DEMO | 4827E2827F72 | -47
[10:37:19:34] | ESP_GATTS_DEMO | 4827E2827F72 | -35
[10:37:19:38] | ESP_GATTS_DEMO | 4827E2827F72 | -34
[10:37:19:42] | ESP_GATTS_DEMO | 4827E2827F72 | -43
[10:37:19:47] | ESP_GATTS_DEMO | 4827E2827F72 | -43
[10:37:19:53] | ESP_GATTS_DEMO | 4827E2827F72 | -47
[10:37:19:55] | ESP_GATTS_DEMO | 4827E2827F72 | -47
[10:37:19:59] | ESP_GATTS_DEMO | 4827E2827F72 | -38
[10:37:19:65] | ESP_GATTS_DEMO | 4827E2827F72 | -38
[10:37:19:69] | ESP_GATTS_DEMO | 4827E2827F72 | -38
[10:37:19:78] | ESP_GATTS_DEMO | 4827E2827F72 | -43
[10:37:19:82] | ESP_GATTS_DEMO | 4827E2827F72 | -47
[10:37:19:86] | ESP_GATTS_DEMO | 4827E2827F72 | -47
[10:37:19:93] | ESP_GATTS_DEMO | 4827E2827F72 | -39
[10:37:19:95] | ESP_GATTS_DEMO | 4827E2827F72 | -38
[10:37:20:00] | ESP_GATTS_DEMO | 4827E2827F72 | -43
[10:37:20:05] | ESP_GATTS_DEMO | 4827E2827F72 | -43
