[11:15:07:13] | ESP_GATTS_DEMO | 4827E2827F72 | -52
[11:15:07:23] | ESP_GATTS_DEMO | 4827E2827F72 | -53
[11:15:07:24] | ESP_GATTS_DEMO | 4827E2827F72 | -65
[11:15:07:28] | ESP_GATTS_DEMO | 4827E2827F72 | -63
[11:15:07:33] | ESP_GATTS_DEMO | 4827E2827F72 | -47
[11:15:07:37] | ESP_GATTS_DEMO | 4827E2827F72 | -48
[11:15:07:46] | ESP_GATTS_DEMO | 4827E2827F72 | -54
[11:15:07:51] | ESP_GATTS_DEMO | 4827E2827F72 | -61
[11:15:07:56] | ESP_GATTS_DEMO | 4827E2827F72 | -61
[11:15:07:65] | ESP_GATTS_DEMO | 4827E2827F72 | -48
[11:15:07:69] | ESP_GATTS_DEMO | 4827E2827F72 | -47
[11:15:07:74] | ESP_GATTS_DEMO | 4827E2827F72 | -53
[11:15:07:78] | ESP_GATTS_DEMO | 4827E2827F72 | -52
[11:15:07:88] | ESP_GATTS_DEMO | 4827E2827F72 | -62
[11:15:07:93] | ESP_GATTS_DEMO | 4827E2827F72 | -48
[11:15:08:01] | ESP_GATTS_DEMO | 4827E2827F72 | -47
[11:15:08:05] | ESP_GATTS_DEMO | 4827E2827F72 | -54
[11:15:08:09] | ESP_GATTS_DEMO | 4827E2827F72 | -55
[11:15:08:14] | ESP_GATTS_DEMO | 4827E2827F72 | -61
[11:15:08:18] | ESP_GATTS_DEMO | 4827E2827F72 | -62
[11:15:08:25] | ESP_GATTS_DEMO | 4827E2827F72 | -47
[11:15:08:27] | ESP_GATTS_DEMO | 4827E2827F72 | -46
[11:15:08:37] | ESP_GATTS_DEMO | 4827E2827F72 | -54
[11:15:08:41] | ESP_GATTS_DEMO | 4827E2827F72 | -69
[11:15:08:49] | ESP_GATTS_DEMO | 4827E2827F72 | -68
[11:15:08:53] | ESP_GATTS_DEMO | 4827E2827F72 | -47
[11:15:08:58] | ESP_GATTS_DEMO | 4827E2827F72 | -47
[11:15:08:62] | ESP_GATTS_DEMO | 4827E2827F72 | -51
[11:15:08:67] | ESP_GATTS_DEMO | 4827E2827F72 | -52
[11:15:08:75] | ESP_GATTS_DEMO | 4827E2827F72 | -63
[11:15:08:88] | ESP_GATTS_DEMO | 4827E2827F72 | -48
[11:15:08:92] | ESP_GATTS_DEMO | 4827E2827F72 | -54
[11:15:09:12] | ESP_GATTS_DEMO | 4827E2827F72 | -47
[11:15:09:16] | ESP_GATTS_DEMO | 4827E2827F72 | -47
[11:15:09:30] | ESP_GATTS_DEMO | 4827E2827F72 | -54
[11:15:09:35] | ESP_GATTS_DEMO | 4827E2827F72 | -64
[11:15:09:39] | ESP_GATTS_DEMO | 4827E2827F72 | -64
[11:15:09:43] | ESP_GATTS_DEMO | 4827E2827F72 | -46
[11:15:09:48] | ESP_GATTS_DEMO | 4827E2827F72 | -46
[11:15:09:53] | ESP_GATTS_DEMO | 4827E2827F72 | -54
[11:15:09:57] | ESP_GATTS_DEMO | 4827E2827F72 | -54
[11:15:09:70] | ESP_GATTS_DEMO | 4827E2827F72 | -67
[11:15:09:80] | ESP_GATTS_DEMO | 4827E2827F72 | -46
[11:15:09:84] | ESP_GATTS_DEMO | 4827E2827F72 | -54
[11:15:09:89] | ESP_GATTS_DEMO | 4827E2827F72 | -54
[11:15:09:92] | ESP_GATTS_DEMO | 4827E2827F72 | -61
[11:15:10:12] | ESP_GATTS_DEMO | 4827E2827F72 | -54
[11:15:10:16] | ESP_GATTS_DEMO | 4827E2827F72 | -54
[11:15:10:28] | ESP_GATTS_DEMO | 4827E2827F72 | -63
[11:15:10:30] | ESP_GATTS_DEMO | 4827E2827F72 | -63
[11:15:10:35] | ESP_GATTS_DEMO | 4827E2827F72 | -47
[11:15:10:39] | ESP_GATTS_DEMO | 4827E2827F72 | -47
[11:15:10:43] | ESP_GATTS_DEMO | 4827E2827F72 | -54
[11:15:10:51] | ESP_GATTS_DEMO | 4827E2827F72 | -63
[11:15:10:61] | ESP_GATTS_DEMO | 4827E2827F72 | -63
[11:15:10:79] | ESP_GATTS_DEMO | 4827E2827F72 | -54
[11:15:10:83] | ESP_GATTS_DEMO | 4827E2827F72 | -61
[11:15:10:91] | ESP_GATTS_DEMO | 4827E2827F72 | -46
[11:15:10:96] | ESP_GATTS_DEMO | 4827E2827F72 | -46
[11:15:11:04] | ESP_GATTS_DEMO | 4827E2827F72 | -54
[11:15:11:14] | ESP_GATTS_DEMO | 4827E2827F72 | -61
[11:15:11:18] | ESP_GATTS_DEMO | 4827E2827F72 | -61
[11:15:11:24] | ESP_GATTS_DEMO | 4827E2827F72 | -46
[11:15:11:31] | ESP_GATTS_DEMO | 4827E2827F72 | -54
[11:15:11:36] | ESP_GATTS_DEMO | 4827E2827F72 | -54
[11:15:11:41] | ESP_GATTS_DEMO | 4827E2827F72 | -61
[11:15:11:45] | ESP_GATTS_DEMO | 4827E2827F72 | -62
[11:15:11:50] | ESP_GATTS_DEMO | 4827E2827F72 | -62
[11:15:11:59] | ESP_GATTS_DEMO | 4827E2827F72 | -48
[11:15:11:63] | ESP_GATTS_DEMO | 4827E2827F72 | -54
[11:15:11:70] | ESP_GATTS_DEMO | 4827E2827F72 | -54
[11:15:11:72] | ESP_GATTS_DEMO | 4827E2827F72 | -61
[11:15:11:78] | ESP_GATTS_DEMO | 4827E2827F72 | -61
[11:15:11:81] | ESP_GATTS_DEMO | 4827E2827F72 | -54
[11:15:11:90] | ESP_GATTS_DEMO | 4827E2827F72 | -54
[11:15:11:94] | ESP_GATTS_DEMO | 4827E2827F72 | -54
[11:15:12:13] | ESP_GATTS_DEMO | 4827E2827F72 | -46
[11:15:12:17] | ESP_GATTS_DEMO | 4827E2827F72 | -46
[11:15:12:22] | ESP_GATTS_DEMO | 4827E2827F72 | -54
[11:15:12:27] | ESP_GATTS_DEMO | 4827E2827F72 | -54
[11:15:12:41] | ESP_GATTS_DEMO | 4827E2827F72 | -46
[11:15:12:45] | ESP_GATTS_DEMO | 4827E2827F72 | -46
[11:15:12:50] | ESP_GATTS_DEMO | 4827E2827F72 | -54
[11:15:12:59] | ESP_GATTS_DEMO | 4827E2827F72 | -62
[11:15:12:63] | ESP_GATTS_DEMO | 4827E2827F72 | -62
[11:15:12:70] | ESP_GATTS_DEMO | 4827E2827F72 | -62
[11:15:12:76] | ESP_GATTS_DEMO | 4827E2827F72 | -47
[11:15:12:86] | ESP_GATTS_DEMO | 4827E2827F72 | -54
[11:15:12:90] | ESP_GATTS_DEMO | 4827E2827F72 | -60
[11:15:13:01] | ESP_GATTS_DEMO | 4827E2827F72 | -48
[11:15:13:04] | ESP_GATTS_DEMO | 4827E2827F72 | -46
[11:15:13:13] | ESP_GATTS_DEMO | 4827E2827F72 | -53
[11:15:13:18] | ESP_GATTS_DEMO | 4827E2827F72 | -53
[11:15:13:23] | ESP_GATTS_DEMO | 4827E2827F72 | -63
[11:15:13:27] | ESP_GATTS_DEMO | 4827E2827F72 | -63
[11:15:13:32] | ESP_GATTS_DEMO | 4827E2827F72 | -47
[11:15:13:36] | ESP_GATTS_DEMO | 4827E2827F72 | -47
[11:15:13:45] | ESP_GATTS_DEMO | 4827E2827F72 | -53
[11:15:13:58] | ESP_GATTS_DEMO | 4827E2827F72 | -61
[11:15:13:62] | ESP_GATTS_DEMO | 4827E2827F72 | -46
