[10:27:07:71] | ESP_GATTS_DEMO | 4827E2827F72 | -44
[10:27:07:75] | ESP_GATTS_DEMO | 4827E2827F72 | -38
[10:27:07:85] | ESP_GATTS_DEMO | 4827E2827F72 | -40
[10:27:07:89] | ESP_GATTS_DEMO | 4827E2827F72 | -44
[10:27:07:93] | ESP_GATTS_DEMO | 4827E2827F72 | -40
[10:27:07:97] | ESP_GATTS_DEMO | 4827E2827F72 | -40
[10:27:08:05] | ESP_GATTS_DEMO | 4827E2827F72 | -40
[10:27:08:06] | ESP_GATTS_DEMO | 4827E2827F72 | -38
[10:27:08:11] | ESP_GATTS_DEMO | 4827E2827F72 | -34
[10:27:08:18] | ESP_GATTS_DEMO | 4827E2827F72 | -40
[10:27:08:21] | ESP_GATTS_DEMO | 4827E2827F72 | -41
[10:27:08:29] | ESP_GATTS_DEMO | 4827E2827F72 | -38
[10:27:08:33] | ESP_GATTS_DEMO | 4827E2827F72 | -38
[10:27:08:37] | ESP_GATTS_DEMO | 4827E2827F72 | -34
[10:27:08:42] | ESP_GATTS_DEMO | 4827E2827F72 | -34
[10:27:08:46] | ESP_GATTS_DEMO | 4827E2827F72 | -45
[10:27:08:51] | ESP_GATTS_DEMO | 4827E2827F72 | -43
[10:27:08:55] | ESP_GATTS_DEMO | 4827E2827F72 | -42
[10:27:08:59] | ESP_GATTS_DEMO | 4827E2827F72 | -42
[10:27:08:65] | ESP_GATTS_DEMO | 4827E2827F72 | -43
[10:27:08:68] | ESP_GATTS_DEMO | 4827E2827F72 | -40
[10:27:08:77] | ESP_GATTS_DEMO | 4827E2827F72 | -41
[10:27:08:82] | ESP_GATTS_DEMO | 4827E2827F72 | -41
[10:27:08:87] | ESP_GATTS_DEMO | 4827E2827F72 | -42
[10:27:08:91] | ESP_GATTS_DEMO | 4827E2827F72 | -42
[10:27:08:96] | ESP_GATTS_DEMO | 4827E2827F72 | -39
[10:27:09:01] | ESP_GATTS_DEMO | 4827E2827F72 | -38
[10:27:09:06] | ESP_GATTS_DEMO | 4827E2827F72 | -43
[10:27:09:09] | ESP_GATTS_DEMO | 4827E2827F72 | -44
[10:27:09:14] | ESP_GATTS_DEMO | 4827E2827F72 | -43
[10:27:09:19] | ESP_GATTS_DEMO | 4827E2827F72 | -34
[10:27:09:26] | ESP_GATTS_DEMO | 4827E2827F72 | -38
[10:27:09:28] | ESP_GATTS_DEMO | 4827E2827F72 | -38
[10:27:09:33] | ESP_GATTS_DEMO | 4827E2827F72 | -35
[10:27:09:37] | ESP_GATTS_DEMO | 4827E2827F72 | -43
[10:27:09:48] | ESP_GATTS_DEMO | 4827E2827F72 | -40
[10:27:09:50] | ESP_GATTS_DEMO | 4827E2827F72 | -40
[10:27:09:55] | ESP_GATTS_DEMO | 4827E2827F72 | -39
[10:27:09:59] | ESP_GATTS_DEMO | 4827E2827F72 | -39
[10:27:09:68] | ESP_GATTS_DEMO | 4827E2827F72 | -41
[10:27:09:73] | ESP_GATTS_DEMO | 4827E2827F72 | -42
[10:27:09:77] | ESP_GATTS_DEMO | 4827E2827F72 | -40
[10:27:09:87] | ESP_GATTS_DEMO | 4827E2827F72 | -38
[10:27:09:90] | ESP_GATTS_DEMO | 4827E2827F72 | -38
[10:27:09:95] | ESP_GATTS_DEMO | 4827E2827F72 | -42
[10:27:10:00] | ESP_GATTS_DEMO | 4827E2827F72 | -43
[10:27:10:09] | ESP_GATTS_DEMO | 4827E2827F72 | -39
[10:27:10:13] | ESP_GATTS_DEMO | 4827E2827F72 | -38
[10:27:10:17] | ESP_GATTS_DEMO | 4827E2827F72 | -38
[10:27:10:22] | ESP_GATTS_DEMO | 4827E2827F72 | -38
[10:27:10:27] | ESP_GATTS_DEMO | 4827E2827F72 | -38
[10:27:10:31] | ESP_GATTS_DEMO | 4827E2827F72 | -35
[10:27:10:35] | ESP_GATTS_DEMO | 4827E2827F72 | -34
