[10:40:02:37] | ESP_GATTS_DEMO | 4827E2827F72 | -45
[10:40:02:42] | ESP_GATTS_DEMO | 4827E2827F72 | -45
[10:40:02:46] | ESP_GATTS_DEMO | 4827E2827F72 | -40
[10:40:02:51] | ESP_GATTS_DEMO | 4827E2827F72 | -40
[10:40:02:56] | ESP_GATTS_DEMO | 4827E2827F72 | -46
[10:40:02:60] | ESP_GATTS_DEMO | 4827E2827F72 | -47
[10:40:02:64] | ESP_GATTS_DEMO | 4827E2827F72 | -45
[10:40:02:69] | ESP_GATTS_DEMO | 4827E2827F72 | -45
[10:40:02:77] | ESP_GATTS_DEMO | 4827E2827F72 | -41
[10:40:02:79] | ESP_GATTS_DEMO | 4827E2827F72 | -41
[10:40:02:84] | ESP_GATTS_DEMO | 4827E2827F72 | -41
[10:40:02:89] | ESP_GATTS_DEMO | 4827E2827F72 | -46
[10:40:02:98] | ESP_GATTS_DEMO | 4827E2827F72 | -45
[10:40:03:02] | ESP_GATTS_DEMO | 4827E2827F72 | -46
[10:40:03:18] | ESP_GATTS_DEMO | 4827E2827F72 | -46
[10:40:03:24] | ESP_GATTS_DEMO | 4827E2827F72 | -45
[10:40:03:30] | ESP_GATTS_DEMO | 4827E2827F72 | -45
[10:40:03:37] | ESP_GATTS_DEMO | 4827E2827F72 | -41
[10:40:03:43] | ESP_GATTS_DEMO | 4827E2827F72 | -41
[10:40:03:48] | ESP_GATTS_DEMO | 4827E2827F72 | -44
[10:40:03:52] | ESP_GATTS_DEMO | 4827E2827F72 | -45
[10:40:03:58] | ESP_GATTS_DEMO | 4827E2827F72 | -44
[10:40:03:61] | ESP_GATTS_DEMO | 4827E2827F72 | -45
[10:40:03:65] | ESP_GATTS_DEMO | 4827E2827F72 | -42
[10:40:03:70] | ESP_GATTS_DEMO | 4827E2827F72 | -42
[10:40:03:77] | ESP_GATTS_DEMO | 4827E2827F72 | -45
[10:40:03:79] | ESP_GATTS_DEMO | 4827E2827F72 | -45
[10:40:03:84] | ESP_GATTS_DEMO | 4827E2827F72 | -46
[10:40:03:88] | ESP_GATTS_DEMO | 4827E2827F72 | -46
[10:40:03:92] | ESP_GATTS_DEMO | 4827E2827F72 | -46
[10:40:04:06] | ESP_GATTS_DEMO | 4827E2827F72 | -45
[10:40:04:10] | ESP_GATTS_DEMO | 4827E2827F72 | -46
[10:40:04:14] | ESP_GATTS_DEMO | 4827E2827F72 | -45
[10:40:04:19] | ESP_GATTS_DEMO | 4827E2827F72 | -46
[10:40:04:31] | ESP_GATTS_DEMO | 4827E2827F72 | -43
[10:40:04:38] | ESP_GATTS_DEMO | 4827E2827F72 | -45
[10:40:04:41] | ESP_GATTS_DEMO | 4827E2827F72 | -45
[10:40:04:46] | ESP_GATTS_DEMO | 4827E2827F72 | -45
[10:40:04:51] | ESP_GATTS_DEMO | 4827E2827F72 | -45
[10:40:04:70] | ESP_GATTS_DEMO | 4827E2827F72 | -45
[10:40:04:79] | ESP_GATTS_DEMO | 4827E2827F72 | -46
[10:40:04:80] | ESP_GATTS_DEMO | 4827E2827F72 | -46
[10:40:04:85] | ESP_GATTS_DEMO | 4827E2827F72 | -43
[10:40:04:96] | ESP_GATTS_DEMO | 4827E2827F72 | -45
[10:40:05:03] | ESP_GATTS_DEMO | 4827E2827F72 | -46
[10:40:05:08] | ESP_GATTS_DEMO | 4827E2827F72 | -45
[10:40:05:12] | ESP_GATTS_DEMO | 4827E2827F72 | -45
[10:40:05:17] | ESP_GATTS_DEMO | 4827E2827F72 | -42
[10:40:05:27] | ESP_GATTS_DEMO | 4827E2827F72 | -45
[10:40:05:31] | ESP_GATTS_DEMO | 4827E2827F72 | -45
[10:40:05:36] | ESP_GATTS_DEMO | 4827E2827F72 | -45
[10:40:05:41] | ESP_GATTS_DEMO | 4827E2827F72 | -46
[10:40:05:45] | ESP_GATTS_DEMO | 4827E2827F72 | -43
[10:40:05:60] | ESP_GATTS_DEMO | 4827E2827F72 | -45
[10:40:05:68] | ESP_GATTS_DEMO | 4827E2827F72 | -47
[10:40:05:73] | ESP_GATTS_DEMO | 4827E2827F72 | -47
[10:40:05:81] | ESP_GATTS_DEMO | 4827E2827F72 | -43
[10:40:05:86] | ESP_GATTS_DEMO | 4827E2827F72 | -45
[10:40:05:91] | ESP_GATTS_DEMO | 4827E2827F72 | -44
[10:40:05:96] | ESP_GATTS_DEMO | 4827E2827F72 | -46
[10:40:06:02] | ESP_GATTS_DEMO | 4827E2827F72 | -46
[10:40:06:04] | ESP_GATTS_DEMO | 4827E2827F72 | -42
[10:40:06:09] | ESP_GATTS_DEMO | 4827E2827F72 | -41
[10:40:06:13] | ESP_GATTS_DEMO | 4827E2827F72 | -45
[10:40:06:21] | ESP_GATTS_DEMO | 4827E2827F72 | -46
[10:40:06:23] | ESP_GATTS_DEMO | 4827E2827F72 | -45
[10:40:06:32] | ESP_GATTS_DEMO | 4827E2827F72 | -48
[10:40:06:37] | ESP_GATTS_DEMO | 4827E2827F72 | -42
[10:40:06:42] | ESP_GATTS_DEMO | 4827E2827F72 | -42
[10:40:06:46] | ESP_GATTS_DEMO | 4827E2827F72 | -46
[10:40:06:50] | ESP_GATTS_DEMO | 4827E2827F72 | -46
[10:40:06:54] | ESP_GATTS_DEMO | 4827E2827F72 | -47
[10:40:06:59] | ESP_GATTS_DEMO | 4827E2827F72 | -46
[10:40:06:67] | ESP_GATTS_DEMO | 4827E2827F72 | -42
[10:40:06:72] | ESP_GATTS_DEMO | 4827E2827F72 | -42
[10:40:06:76] | ESP_GATTS_DEMO | 4827E2827F72 | -46
[10:40:06:83] | ESP_GATTS_DEMO | 4827E2827F72 | -46
[10:40:06:85] | ESP_GATTS_DEMO | 4827E2827F72 | -47
