[13:37:22:21] | ESP_GATTS_DEMO | 4827E2827F72 | -76
[13:37:22:28] | ESP_GATTS_DEMO | 4827E2827F72 | -74
[13:37:22:32] | ESP_GATTS_DEMO | 4827E2827F72 | -74
[13:37:22:37] | ESP_GATTS_DEMO | 4827E2827F72 | -74
[13:37:22:42] | ESP_GATTS_DEMO | 4827E2827F72 | -81
[13:37:22:45] | ESP_GATTS_DEMO | 4827E2827F72 | -79
[13:37:22:50] | ESP_GATTS_DEMO | 4827E2827F72 | -79
[13:37:22:56] | ESP_GATTS_DEMO | 4827E2827F72 | -75
[13:37:22:60] | ESP_GATTS_DEMO | 4827E2827F72 | -72
[13:37:22:63] | ESP_GATTS_DEMO | 4827E2827F72 | -72
[13:37:22:71] | ESP_GATTS_DEMO | 4827E2827F72 | -84
[13:37:22:76] | ESP_GATTS_DEMO | 4827E2827F72 | -80
[13:37:22:89] | ESP_GATTS_DEMO | 4827E2827F72 | -74
[13:37:22:99] | ESP_GATTS_DEMO | 4827E2827F72 | -82
[13:37:23:05] | ESP_GATTS_DEMO | 4827E2827F72 | -81
[13:37:23:13] | ESP_GATTS_DEMO | 4827E2827F72 | -78
[13:37:23:25] | ESP_GATTS_DEMO | 4827E2827F72 | -74
[13:37:23:36] | ESP_GATTS_DEMO | 4827E2827F72 | -78
[13:37:23:41] | ESP_GATTS_DEMO | 4827E2827F72 | -78
[13:37:23:49] | ESP_GATTS_DEMO | 4827E2827F72 | -74
[13:37:23:53] | ESP_GATTS_DEMO | 4827E2827F72 | -74
[13:37:23:61] | ESP_GATTS_DEMO | 4827E2827F72 | -79
[13:37:23:89] | ESP_GATTS_DEMO | 4827E2827F72 | -80
[13:37:23:93] | ESP_GATTS_DEMO | 4827E2827F72 | -78
[13:37:24:03] | ESP_GATTS_DEMO | 4827E2827F72 | -81
[13:37:24:11] | ESP_GATTS_DEMO | 4827E2827F72 | -74
[13:37:24:21] | ESP_GATTS_DEMO | 4827E2827F72 | -81
[13:37:24:39] | ESP_GATTS_DEMO | 4827E2827F72 | -73
[13:37:24:48] | ESP_GATTS_DEMO | 4827E2827F72 | -80
[13:37:24:52] | ESP_GATTS_DEMO | 4827E2827F72 | -80
[13:37:24:57] | ESP_GATTS_DEMO | 4827E2827F72 | -79
[13:37:24:61] | ESP_GATTS_DEMO | 4827E2827F72 | -81
[13:37:24:68] | ESP_GATTS_DEMO | 4827E2827F72 | -81
[13:37:24:74] | ESP_GATTS_DEMO | 4827E2827F72 | -73
[13:37:24:82] | ESP_GATTS_DEMO | 4827E2827F72 | -79
[13:37:24:88] | ESP_GATTS_DEMO | 4827E2827F72 | -78
[13:37:24:91] | ESP_GATTS_DEMO | 4827E2827F72 | -82
[13:37:25:06] | ESP_GATTS_DEMO | 4827E2827F72 | -73
[13:37:25:18] | ESP_GATTS_DEMO | 4827E2827F72 | -81
[13:37:25:31] | ESP_GATTS_DEMO | 4827E2827F72 | -74
[13:37:25:39] | ESP_GATTS_DEMO | 4827E2827F72 | -79
[13:37:25:44] | ESP_GATTS_DEMO | 4827E2827F72 | -79
[13:37:25:53] | ESP_GATTS_DEMO | 4827E2827F72 | -82
[13:37:25:58] | ESP_GATTS_DEMO | 4827E2827F72 | -74
[13:37:25:63] | ESP_GATTS_DEMO | 4827E2827F72 | -74
[13:37:25:69] | ESP_GATTS_DEMO | 4827E2827F72 | -80
[13:37:25:90] | ESP_GATTS_DEMO | 4827E2827F72 | -74
[13:37:25:93] | ESP_GATTS_DEMO | 4827E2827F72 | -73
[13:37:26:03] | ESP_GATTS_DEMO | 4827E2827F72 | -80
[13:37:26:06] | ESP_GATTS_DEMO | 4827E2827F72 | -80
[13:37:26:12] | ESP_GATTS_DEMO | 4827E2827F72 | -82
[13:37:26:16] | ESP_GATTS_DEMO | 4827E2827F72 | -82
[13:37:26:21] | ESP_GATTS_DEMO | 4827E2827F72 | -74
[13:37:26:31] | ESP_GATTS_DEMO | 4827E2827F72 | -80
[13:37:26:35] | ESP_GATTS_DEMO | 4827E2827F72 | -80
[13:37:26:41] | ESP_GATTS_DEMO | 4827E2827F72 | -82
[13:37:26:45] | ESP_GATTS_DEMO | 4827E2827F72 | -81
[13:37:26:62] | ESP_GATTS_DEMO | 4827E2827F72 | -80
[13:37:26:66] | ESP_GATTS_DEMO | 4827E2827F72 | -80
[13:37:26:71] | ESP_GATTS_DEMO | 4827E2827F72 | -80
[13:37:26:75] | ESP_GATTS_DEMO | 4827E2827F72 | -80
[13:37:26:79] | ESP_GATTS_DEMO | 4827E2827F72 | -74
[13:37:26:84] | ESP_GATTS_DEMO | 4827E2827F72 | -74
[13:37:26:90] | ESP_GATTS_DEMO | 4827E2827F72 | -80
[13:37:26:93] | ESP_GATTS_DEMO | 4827E2827F72 | -80
[13:37:27:02] | ESP_GATTS_DEMO | 4827E2827F72 | -81
[13:37:27:11] | ESP_GATTS_DEMO | 4827E2827F72 | -73
[13:37:27:16] | ESP_GATTS_DEMO | 4827E2827F72 | -74
[13:37:27:20] | ESP_GATTS_DEMO | 4827E2827F72 | -80
[13:37:27:25] | ESP_GATTS_DEMO | 4827E2827F72 | -80
[13:37:27:39] | ESP_GATTS_DEMO | 4827E2827F72 | -74
[13:37:27:52] | ESP_GATTS_DEMO | 4827E2827F72 | -81
[13:37:27:53] | ESP_GATTS_DEMO | 4827E2827F72 | -81
[13:37:27:56] | ESP_GATTS_DEMO | 4827E2827F72 | -81
[13:37:27:61] | ESP_GATTS_DEMO | 4827E2827F72 | -80
[13:37:27:76] | ESP_GATTS_DEMO | 4827E2827F72 | -74
[13:37:27:90] | ESP_GATTS_DEMO | 4827E2827F72 | -80
[13:37:27:93] | ESP_GATTS_DEMO | 4827E2827F72 | -80
[13:37:27:98] | ESP_GATTS_DEMO | 4827E2827F72 | -74
[13:37:28:03] | ESP_GATTS_DEMO | 4827E2827F72 | -75
[13:37:28:16] | ESP_GATTS_DEMO | 4827E2827F72 | -80
[13:37:28:21] | ESP_GATTS_DEMO | 4827E2827F72 | -80
[13:37:28:31] | ESP_GATTS_DEMO | 4827E2827F72 | -75
[13:37:28:38] | ESP_GATTS_DEMO | 4827E2827F72 | -80
[13:37:28:43] | ESP_GATTS_DEMO | 4827E2827F72 | -79
[13:37:28:47] | ESP_GATTS_DEMO | 4827E2827F72 | -80
[13:37:28:52] | ESP_GATTS_DEMO | 4827E2827F72 | -79
[13:37:28:61] | ESP_GATTS_DEMO | 4827E2827F72 | -75
[13:37:28:71] | ESP_GATTS_DEMO | 4827E2827F72 | -79
[13:37:28:79] | ESP_GATTS_DEMO | 4827E2827F72 | -80
