[13:08:26:26] | ESP_GATTS_DEMO | 4827E2827F72 | -75
[13:08:26:31] | ESP_GATTS_DEMO | 4827E2827F72 | -66
[13:08:26:35] | ESP_GATTS_DEMO | 4827E2827F72 | -66
[13:08:26:39] | ESP_GATTS_DEMO | 4827E2827F72 | -67
[13:08:26:43] | ESP_GATTS_DEMO | 4827E2827F72 | -62
[13:08:26:52] | ESP_GATTS_DEMO | 4827E2827F72 | -75
[13:08:26:59] | ESP_GATTS_DEMO | 4827E2827F72 | -76
[13:08:26:61] | ESP_GATTS_DEMO | 4827E2827F72 | -68
[13:08:26:65] | ESP_GATTS_DEMO | 4827E2827F72 | -69
[13:08:26:70] | ESP_GATTS_DEMO | 4827E2827F72 | -69
[13:08:26:79] | ESP_GATTS_DEMO | 4827E2827F72 | -63
[13:08:26:91] | ESP_GATTS_DEMO | 4827E2827F72 | -66
[13:08:27:00] | ESP_GATTS_DEMO | 4827E2827F72 | -67
[13:08:27:05] | ESP_GATTS_DEMO | 4827E2827F72 | -64
[13:08:27:09] | ESP_GATTS_DEMO | 4827E2827F72 | -64
[13:08:27:23] | ESP_GATTS_DEMO | 4827E2827F72 | -68
[13:08:27:32] | ESP_GATTS_DEMO | 4827E2827F72 | -63
[13:08:27:39] | ESP_GATTS_DEMO | 4827E2827F72 | -63
[13:08:27:45] | ESP_GATTS_DEMO | 4827E2827F72 | -84
[13:08:27:49] | ESP_GATTS_DEMO | 4827E2827F72 | -83
[13:08:27:53] | ESP_GATTS_DEMO | 4827E2827F72 | -68
[13:08:27:59] | ESP_GATTS_DEMO | 4827E2827F72 | -68
[13:08:27:62] | ESP_GATTS_DEMO | 4827E2827F72 | -63
[13:08:27:71] | ESP_GATTS_DEMO | 4827E2827F72 | -82
[13:08:27:76] | ESP_GATTS_DEMO | 4827E2827F72 | -88
[13:08:27:81] | ESP_GATTS_DEMO | 4827E2827F72 | -68
[13:08:27:85] | ESP_GATTS_DEMO | 4827E2827F72 | -68
[13:08:27:91] | ESP_GATTS_DEMO | 4827E2827F72 | -68
[13:08:28:01] | ESP_GATTS_DEMO | 4827E2827F72 | -62
[13:08:28:04] | ESP_GATTS_DEMO | 4827E2827F72 | -81
[13:08:28:13] | ESP_GATTS_DEMO | 4827E2827F72 | -68
[13:08:28:26] | ESP_GATTS_DEMO | 4827E2827F72 | -64
[13:08:28:31] | ESP_GATTS_DEMO | 4827E2827F72 | -83
[13:08:28:41] | ESP_GATTS_DEMO | 4827E2827F72 | -82
[13:08:28:43] | ESP_GATTS_DEMO | 4827E2827F72 | -67
[13:08:28:52] | ESP_GATTS_DEMO | 4827E2827F72 | -64
[13:08:28:66] | ESP_GATTS_DEMO | 4827E2827F72 | -83
[13:08:28:81] | ESP_GATTS_DEMO | 4827E2827F72 | -69
