[13:52:27:69] | ESP_GATTS_DEMO | 4827E2827F72 | -90
[13:52:27:73] | ESP_GATTS_DEMO | 4827E2827F72 | -72
[13:52:27:83] | ESP_GATTS_DEMO | 4827E2827F72 | -76
[13:52:27:87] | ESP_GATTS_DEMO | 4827E2827F72 | -71
[13:52:27:91] | ESP_GATTS_DEMO | 4827E2827F72 | -81
[13:52:27:97] | ESP_GATTS_DEMO | 4827E2827F72 | -80
[13:52:28:06] | ESP_GATTS_DEMO | 4827E2827F72 | -71
[13:52:28:17] | ESP_GATTS_DEMO | 4827E2827F72 | -69
[13:52:28:19] | ESP_GATTS_DEMO | 4827E2827F72 | -72
[13:52:28:24] | ESP_GATTS_DEMO | 4827E2827F72 | -86
[13:52:28:29] | ESP_GATTS_DEMO | 4827E2827F72 | -86
[13:52:28:38] | ESP_GATTS_DEMO | 4827E2827F72 | -73
[13:52:28:42] | ESP_GATTS_DEMO | 4827E2827F72 | -71
[13:52:28:48] | ESP_GATTS_DEMO | 4827E2827F72 | -71
[13:52:28:52] | ESP_GATTS_DEMO | 4827E2827F72 | -80
[13:52:28:58] | ESP_GATTS_DEMO | 4827E2827F72 | -83
[13:52:28:65] | ESP_GATTS_DEMO | 4827E2827F72 | -74
[13:52:28:70] | ESP_GATTS_DEMO | 4827E2827F72 | -75
[13:52:28:75] | ESP_GATTS_DEMO | 4827E2827F72 | -68
[13:52:28:84] | ESP_GATTS_DEMO | 4827E2827F72 | -89
[13:52:28:99] | ESP_GATTS_DEMO | 4827E2827F72 | -72
[13:52:29:01] | ESP_GATTS_DEMO | 4827E2827F72 | -70
[13:52:29:05] | ESP_GATTS_DEMO | 4827E2827F72 | -69
[13:52:29:20] | ESP_GATTS_DEMO | 4827E2827F72 | -89
[13:52:29:23] | ESP_GATTS_DEMO | 4827E2827F72 | -73
[13:52:29:32] | ESP_GATTS_DEMO | 4827E2827F72 | -70
[13:52:29:46] | ESP_GATTS_DEMO | 4827E2827F72 | -88
[13:52:29:63] | ESP_GATTS_DEMO | 4827E2827F72 | -71
[13:52:29:72] | ESP_GATTS_DEMO | 4827E2827F72 | -91
[13:52:29:81] | ESP_GATTS_DEMO | 4827E2827F72 | -72
[13:52:29:86] | ESP_GATTS_DEMO | 4827E2827F72 | -73
[13:52:29:95] | ESP_GATTS_DEMO | 4827E2827F72 | -70
[13:52:30:00] | ESP_GATTS_DEMO | 4827E2827F72 | -69
[13:52:30:22] | ESP_GATTS_DEMO | 4827E2827F72 | -71
[13:52:30:27] | ESP_GATTS_DEMO | 4827E2827F72 | -70
[13:52:30:32] | ESP_GATTS_DEMO | 4827E2827F72 | -91
[13:52:30:49] | ESP_GATTS_DEMO | 4827E2827F72 | -72
[13:52:30:60] | ESP_GATTS_DEMO | 4827E2827F72 | -72
[13:52:30:77] | ESP_GATTS_DEMO | 4827E2827F72 | -72
[13:52:30:82] | ESP_GATTS_DEMO | 4827E2827F72 | -70
[13:52:30:86] | ESP_GATTS_DEMO | 4827E2827F72 | -71
[13:52:30:90] | ESP_GATTS_DEMO | 4827E2827F72 | -71
[13:52:31:14] | ESP_GATTS_DEMO | 4827E2827F72 | -70
[13:52:31:18] | ESP_GATTS_DEMO | 4827E2827F72 | -71
[13:52:31:23] | ESP_GATTS_DEMO | 4827E2827F72 | -92
[13:52:31:35] | ESP_GATTS_DEMO | 4827E2827F72 | -70
[13:52:31:42] | ESP_GATTS_DEMO | 4827E2827F72 | -70
[13:52:31:50] | ESP_GATTS_DEMO | 4827E2827F72 | -69
[13:52:31:61] | ESP_GATTS_DEMO | 4827E2827F72 | -85
[13:52:31:63] | ESP_GATTS_DEMO | 4827E2827F72 | -71
[13:52:31:77] | ESP_GATTS_DEMO | 4827E2827F72 | -69
[13:52:31:90] | ESP_GATTS_DEMO | 4827E2827F72 | -86
[13:52:32:08] | ESP_GATTS_DEMO | 4827E2827F72 | -69
[13:52:32:16] | ESP_GATTS_DEMO | 4827E2827F72 | -88
[13:52:32:25] | ESP_GATTS_DEMO | 4827E2827F72 | -72
[13:52:32:34] | ESP_GATTS_DEMO | 4827E2827F72 | -68
[13:52:32:38] | ESP_GATTS_DEMO | 4827E2827F72 | -68
[13:52:32:43] | ESP_GATTS_DEMO | 4827E2827F72 | -85
[13:52:32:53] | ESP_GATTS_DEMO | 4827E2827F72 | -72
[13:52:32:62] | ESP_GATTS_DEMO | 4827E2827F72 | -71
[13:52:32:70] | ESP_GATTS_DEMO | 4827E2827F72 | -68
[13:52:32:75] | ESP_GATTS_DEMO | 4827E2827F72 | -85
[13:52:32:79] | ESP_GATTS_DEMO | 4827E2827F72 | -87
[13:52:32:84] | ESP_GATTS_DEMO | 4827E2827F72 | -71
[13:52:32:87] | ESP_GATTS_DEMO | 4827E2827F72 | -71
[13:52:32:96] | ESP_GATTS_DEMO | 4827E2827F72 | -69
[13:52:32:99] | ESP_GATTS_DEMO | 4827E2827F72 | -69
[13:52:33:13] | ESP_GATTS_DEMO | 4827E2827F72 | -71
[13:52:33:18] | ESP_GATTS_DEMO | 4827E2827F72 | -72
[13:52:33:28] | ESP_GATTS_DEMO | 4827E2827F72 | -69
[13:52:33:37] | ESP_GATTS_DEMO | 4827E2827F72 | -87
[13:52:33:55] | ESP_GATTS_DEMO | 4827E2827F72 | -68
[13:52:33:59] | ESP_GATTS_DEMO | 4827E2827F72 | -69
[13:52:33:73] | ESP_GATTS_DEMO | 4827E2827F72 | -71
[13:52:33:96] | ESP_GATTS_DEMO | 4827E2827F72 | -88
[13:52:34:01] | ESP_GATTS_DEMO | 4827E2827F72 | -70
[13:52:34:06] | ESP_GATTS_DEMO | 4827E2827F72 | -70
[13:52:34:20] | ESP_GATTS_DEMO | 4827E2827F72 | -69
[13:52:34:37] | ESP_GATTS_DEMO | 4827E2827F72 | -71
[13:52:34:48] | ESP_GATTS_DEMO | 4827E2827F72 | -71
[13:52:34:68] | ESP_GATTS_DEMO | 4827E2827F72 | -71
[13:52:34:73] | ESP_GATTS_DEMO | 4827E2827F72 | -70
[13:52:34:89] | ESP_GATTS_DEMO | 4827E2827F72 | -92
[13:52:34:98] | ESP_GATTS_DEMO | 4827E2827F72 | -69
[13:52:35:05] | ESP_GATTS_DEMO | 4827E2827F72 | -68
[13:52:35:11] | ESP_GATTS_DEMO | 4827E2827F72 | -90
[13:52:35:16] | ESP_GATTS_DEMO | 4827E2827F72 | -86
[13:52:35:29] | ESP_GATTS_DEMO | 4827E2827F72 | -72
[13:52:35:34] | ESP_GATTS_DEMO | 4827E2827F72 | -70
[13:52:35:46] | ESP_GATTS_DEMO | 4827E2827F72 | -84
[13:52:35:47] | ESP_GATTS_DEMO | 4827E2827F72 | -87
[13:52:35:52] | ESP_GATTS_DEMO | 4827E2827F72 | -70
[13:52:35:57] | ESP_GATTS_DEMO | 4827E2827F72 | -71
[13:52:35:61] | ESP_GATTS_DEMO | 4827E2827F72 | -68
[13:52:35:86] | ESP_GATTS_DEMO | 4827E2827F72 | -71
[13:52:35:98] | ESP_GATTS_DEMO | 4827E2827F72 | -70
[13:52:36:11] | ESP_GATTS_DEMO | 4827E2827F72 | -74
[13:52:36:39] | ESP_GATTS_DEMO | 4827E2827F72 | -86
[13:52:36:47] | ESP_GATTS_DEMO | 4827E2827F72 | -89
[13:52:36:49] | ESP_GATTS_DEMO | 4827E2827F72 | -70
[13:52:36:52] | ESP_GATTS_DEMO | 4827E2827F72 | -71
[13:52:36:56] | ESP_GATTS_DEMO | 4827E2827F72 | -71
[13:52:36:61] | ESP_GATTS_DEMO | 4827E2827F72 | -68
[13:52:36:67] | ESP_GATTS_DEMO | 4827E2827F72 | -68
[13:52:36:79] | ESP_GATTS_DEMO | 4827E2827F72 | -72
[13:52:36:88] | ESP_GATTS_DEMO | 4827E2827F72 | -70
[13:52:37:00] | ESP_GATTS_DEMO | 4827E2827F72 | -93
[13:52:37:10] | ESP_GATTS_DEMO | 4827E2827F72 | -72
[13:52:37:20] | ESP_GATTS_DEMO | 4827E2827F72 | -69
[13:52:37:34] | ESP_GATTS_DEMO | 4827E2827F72 | -90
[13:52:37:38] | ESP_GATTS_DEMO | 4827E2827F72 | -74
[13:52:37:43] | ESP_GATTS_DEMO | 4827E2827F72 | -74
[13:52:37:51] | ESP_GATTS_DEMO | 4827E2827F72 | -69
[13:52:37:69] | ESP_GATTS_DEMO | 4827E2827F72 | -74
[13:52:37:78] | ESP_GATTS_DEMO | 4827E2827F72 | -69
[13:52:37:83] | ESP_GATTS_DEMO | 4827E2827F72 | -69
[13:52:37:88] | ESP_GATTS_DEMO | 4827E2827F72 | -92
