[13:28:51:80] | ESP_GATTS_DEMO | 4827E2827F72 | -75
[13:28:52:01] | ESP_GATTS_DEMO | 4827E2827F72 | -80
[13:28:52:02] | ESP_GATTS_DEMO | 4827E2827F72 | -82
[13:28:52:21] | ESP_GATTS_DEMO | 4827E2827F72 | -86
[13:28:52:37] | ESP_GATTS_DEMO | 4827E2827F72 | -75
[13:28:52:52] | ESP_GATTS_DEMO | 4827E2827F72 | -81
[13:28:52:85] | ESP_GATTS_DEMO | 4827E2827F72 | -78
[13:28:52:89] | ESP_GATTS_DEMO | 4827E2827F72 | -80
[13:28:52:94] | ESP_GATTS_DEMO | 4827E2827F72 | -76
[13:28:53:12] | ESP_GATTS_DEMO | 4827E2827F72 | -83
[13:28:53:31] | ESP_GATTS_DEMO | 4827E2827F72 | -77
[13:28:53:43] | ESP_GATTS_DEMO | 4827E2827F72 | -84
[13:28:53:47] | ESP_GATTS_DEMO | 4827E2827F72 | -83
[13:28:53:57] | ESP_GATTS_DEMO | 4827E2827F72 | -76
[13:28:53:74] | ESP_GATTS_DEMO | 4827E2827F72 | -81
[13:28:54:07] | ESP_GATTS_DEMO | 4827E2827F72 | -78
[13:28:54:10] | ESP_GATTS_DEMO | 4827E2827F72 | -82
[13:28:54:14] | ESP_GATTS_DEMO | 4827E2827F72 | -75
[13:28:54:19] | ESP_GATTS_DEMO | 4827E2827F72 | -75
[13:28:54:28] | ESP_GATTS_DEMO | 4827E2827F72 | -86
[13:28:54:32] | ESP_GATTS_DEMO | 4827E2827F72 | -86
[13:28:54:42] | ESP_GATTS_DEMO | 4827E2827F72 | -84
[13:28:54:50] | ESP_GATTS_DEMO | 4827E2827F72 | -78
[13:28:54:58] | ESP_GATTS_DEMO | 4827E2827F72 | -81
[13:28:54:67] | ESP_GATTS_DEMO | 4827E2827F72 | -86
[13:28:54:83] | ESP_GATTS_DEMO | 4827E2827F72 | -78
[13:28:55:04] | ESP_GATTS_DEMO | 4827E2827F72 | -78
[13:28:55:18] | ESP_GATTS_DEMO | 4827E2827F72 | -83
[13:28:55:23] | ESP_GATTS_DEMO | 4827E2827F72 | -84
[13:28:55:32] | ESP_GATTS_DEMO | 4827E2827F72 | -83
[13:28:55:36] | ESP_GATTS_DEMO | 4827E2827F72 | -78
[13:28:55:50] | ESP_GATTS_DEMO | 4827E2827F72 | -87
[13:28:55:58] | ESP_GATTS_DEMO | 4827E2827F72 | -85
[13:28:55:95] | ESP_GATTS_DEMO | 4827E2827F72 | -77
[13:28:56:04] | ESP_GATTS_DEMO | 4827E2827F72 | -80
[13:28:56:17] | ESP_GATTS_DEMO | 4827E2827F72 | -85
[13:28:56:52] | ESP_GATTS_DEMO | 4827E2827F72 | -83
[13:28:56:57] | ESP_GATTS_DEMO | 4827E2827F72 | -78
[13:28:56:64] | ESP_GATTS_DEMO | 4827E2827F72 | -78
[13:28:56:79] | ESP_GATTS_DEMO | 4827E2827F72 | -85
[13:28:56:87] | ESP_GATTS_DEMO | 4827E2827F72 | -78
[13:28:57:06] | ESP_GATTS_DEMO | 4827E2827F72 | -88
[13:28:57:18] | ESP_GATTS_DEMO | 4827E2827F72 | -78
[13:28:57:26] | ESP_GATTS_DEMO | 4827E2827F72 | -76
[13:28:57:36] | ESP_GATTS_DEMO | 4827E2827F72 | -85
[13:28:57:41] | ESP_GATTS_DEMO | 4827E2827F72 | -86
[13:28:57:50] | ESP_GATTS_DEMO | 4827E2827F72 | -77
[13:28:57:60] | ESP_GATTS_DEMO | 4827E2827F72 | -81
[13:28:57:65] | ESP_GATTS_DEMO | 4827E2827F72 | -85
[13:28:57:73] | ESP_GATTS_DEMO | 4827E2827F72 | -79
[13:28:57:78] | ESP_GATTS_DEMO | 4827E2827F72 | -79
[13:28:57:92] | ESP_GATTS_DEMO | 4827E2827F72 | -85
[13:28:58:07] | ESP_GATTS_DEMO | 4827E2827F72 | -79
[13:28:58:10] | ESP_GATTS_DEMO | 4827E2827F72 | -80
[13:28:58:26] | ESP_GATTS_DEMO | 4827E2827F72 | -85
[13:28:58:28] | ESP_GATTS_DEMO | 4827E2827F72 | -86
[13:28:58:33] | ESP_GATTS_DEMO | 4827E2827F72 | -79
[13:28:58:52] | ESP_GATTS_DEMO | 4827E2827F72 | -79
[13:28:58:66] | ESP_GATTS_DEMO | 4827E2827F72 | -80
[13:28:58:73] | ESP_GATTS_DEMO | 4827E2827F72 | -81
[13:28:58:96] | ESP_GATTS_DEMO | 4827E2827F72 | -78
[13:28:59:06] | ESP_GATTS_DEMO | 4827E2827F72 | -83
[13:28:59:14] | ESP_GATTS_DEMO | 4827E2827F72 | -86
[13:28:59:19] | ESP_GATTS_DEMO | 4827E2827F72 | -86
[13:28:59:28] | ESP_GATTS_DEMO | 4827E2827F72 | -81
[13:28:59:41] | ESP_GATTS_DEMO | 4827E2827F72 | -81
[13:28:59:48] | ESP_GATTS_DEMO | 4827E2827F72 | -87
[13:28:59:54] | ESP_GATTS_DEMO | 4827E2827F72 | -78
[13:28:59:72] | ESP_GATTS_DEMO | 4827E2827F72 | -81
[13:28:59:82] | ESP_GATTS_DEMO | 4827E2827F72 | -84
[13:29:00:02] | ESP_GATTS_DEMO | 4827E2827F72 | -81
[13:29:00:16] | ESP_GATTS_DEMO | 4827E2827F72 | -77
[13:29:00:20] | ESP_GATTS_DEMO | 4827E2827F72 | -78
[13:29:00:27] | ESP_GATTS_DEMO | 4827E2827F72 | -84
