[13:11:55:34] | ESP_GATTS_DEMO | 4827E2827F72 | -70
[13:11:55:38] | ESP_GATTS_DEMO | 4827E2827F72 | -88
[13:11:55:44] | ESP_GATTS_DEMO | 4827E2827F72 | -90
[13:11:55:52] | ESP_GATTS_DEMO | 4827E2827F72 | -66
[13:11:55:56] | ESP_GATTS_DEMO | 4827E2827F72 | -73
[13:11:55:62] | ESP_GATTS_DEMO | 4827E2827F72 | -74
[13:11:55:66] | ESP_GATTS_DEMO | 4827E2827F72 | -78
[13:11:55:70] | ESP_GATTS_DEMO | 4827E2827F72 | -74
[13:11:55:74] | ESP_GATTS_DEMO | 4827E2827F72 | -68
[13:11:55:86] | ESP_GATTS_DEMO | 4827E2827F72 | -68
[13:11:55:89] | ESP_GATTS_DEMO | 4827E2827F72 | -74
[13:11:55:93] | ESP_GATTS_DEMO | 4827E2827F72 | -77
[13:11:55:97] | ESP_GATTS_DEMO | 4827E2827F72 | -78
[13:11:56:02] | ESP_GATTS_DEMO | 4827E2827F72 | -78
[13:11:56:07] | ESP_GATTS_DEMO | 4827E2827F72 | -66
[13:11:56:20] | ESP_GATTS_DEMO | 4827E2827F72 | -74
[13:11:56:26] | ESP_GATTS_DEMO | 4827E2827F72 | -76
[13:11:56:29] | ESP_GATTS_DEMO | 4827E2827F72 | -76
[13:11:56:34] | ESP_GATTS_DEMO | 4827E2827F72 | -73
[13:11:56:46] | ESP_GATTS_DEMO | 4827E2827F72 | -69
[13:11:56:52] | ESP_GATTS_DEMO | 4827E2827F72 | -77
[13:11:56:57] | ESP_GATTS_DEMO | 4827E2827F72 | -75
[13:11:56:66] | ESP_GATTS_DEMO | 4827E2827F72 | -70
[13:11:56:70] | ESP_GATTS_DEMO | 4827E2827F72 | -70
[13:11:56:75] | ESP_GATTS_DEMO | 4827E2827F72 | -74
[13:11:56:79] | ESP_GATTS_DEMO | 4827E2827F72 | -74
[13:11:56:86] | ESP_GATTS_DEMO | 4827E2827F72 | -78
[13:11:56:89] | ESP_GATTS_DEMO | 4827E2827F72 | -79
[13:11:56:98] | ESP_GATTS_DEMO | 4827E2827F72 | -68
[13:11:57:08] | ESP_GATTS_DEMO | 4827E2827F72 | -76
[13:11:57:11] | ESP_GATTS_DEMO | 4827E2827F72 | -75
[13:11:57:16] | ESP_GATTS_DEMO | 4827E2827F72 | -76
[13:11:57:20] | ESP_GATTS_DEMO | 4827E2827F72 | -75
[13:11:57:27] | ESP_GATTS_DEMO | 4827E2827F72 | -68
[13:11:57:29] | ESP_GATTS_DEMO | 4827E2827F72 | -67
[13:11:57:51] | ESP_GATTS_DEMO | 4827E2827F72 | -74
[13:11:57:56] | ESP_GATTS_DEMO | 4827E2827F72 | -67
[13:11:57:60] | ESP_GATTS_DEMO | 4827E2827F72 | -67
[13:11:57:73] | ESP_GATTS_DEMO | 4827E2827F72 | -77
[13:11:57:82] | ESP_GATTS_DEMO | 4827E2827F72 | -77
[13:11:57:89] | ESP_GATTS_DEMO | 4827E2827F72 | -67
[13:11:57:90] | ESP_GATTS_DEMO | 4827E2827F72 | -67
